time,side,price,size,fee,prediction_id
2025-12-20 09:00:00,buy,2986.02304,0.33455803475649004,2.0020000000000002,123
2025-12-21 19:00:00,sell,2985.57144,0.33455803475649004,1.9976938271830083,123
2025-12-21 21:00:00,buy,2989.8168299999998,0.33308073151963535,1.9956921379681705,123
2025-12-23 08:00:00,sell,2961.91512,0.33308073151963535,1.9731137097373372,123
2025-12-25 13:00:00,buy,2930.8579299999997,0.3356004322769374,1.9711366498001803,123
2025-12-25 17:00:00,sell,2945.3916600000002,0.3356004322769374,1.9769494286417728,123
2025-12-26 04:00:00,buy,2967.88492,0.33205778549251247,1.9749685253142737,123
2025-12-27 02:00:00,sell,2924.83224,0.33205778549251247,1.9424266331030098,123
2025-12-28 10:00:00,buy,2940.7578200000003,0.3292687598758825,1.9404803216166409,123
2025-12-30 01:00:00,sell,2935.05201,0.3292687598758825,1.9328418710078326,123
2025-12-30 18:00:00,buy,2979.79682,0.32335146815919086,1.9309051634530827,123
2026-01-01 10:00:00,sell,2981.016,0.32335146815919086,1.927831800412077,123
2026-01-01 11:00:00,buy,2987.9749899999997,0.3216305891372551,1.9259001129480642,123
2026-01-07 17:00:00,sell,3154.15269,0.3216305891372551,2.028943975827116,123
2026-01-11 08:00:00,buy,3098.41532,0.3264341515093287,2.026910973963337,123
2026-01-13 01:00:00,sell,3105.4814100000003,0.3264341515093287,2.027470378202688,123
2026-01-13 16:00:00,buy,3187.5944099999997,0.3170710754223529,2.0254388528837284,123
2026-01-15 21:00:00,sell,3284.94177,0.3170710754223529,2.0831200394274147,123
2026-01-17 17:00:00,buy,3322.5992800000004,0.31253703992279386,2.0810327531479085,123
2026-01-19 04:00:00,sell,3209.06772,0.31253703992279386,2.005905052241178,123
2026-01-22 10:00:00,buy,3016.64363,0.33147557192694893,2.0038951353788326,123
2026-01-23 00:00:00,sell,2949.7473,0.33147557192694893,1.9555383466149467,123
2026-01-24 09:00:00,buy,2966.09313,0.3286598993938628,1.9535788971916386,123
2026-01-25 08:00:00,sell,2936.6404199999997,0.3286598993938628,1.9303118899863019,123
2026-01-26 23:00:00,buy,2930.13721,0.32840116760907423,1.9283777174725352,123
