time,side,price,size,fee,prediction_id
2025-12-20 11:00:00,buy,2982.02905,0.33500612611402963,2.0020000000000002,59
2025-12-21 19:00:00,sell,2985.57144,0.33500612611402963,2.0003694447021703,59
2025-12-21 21:00:00,buy,2989.8168299999998,0.3335268442464319,1.9983650745185788,59
2025-12-23 08:00:00,sell,2961.91512,0.3335268442464319,1.9757564057987835,59
2025-12-25 13:00:00,buy,2930.8579299999997,0.3360499197728791,1.9737766978801734,59
2025-12-25 17:00:00,sell,2945.3916600000002,0.3360499197728791,1.9795972620854148,59
2025-12-26 04:00:00,buy,2967.88492,0.33250252813332587,1.9776137056288048,59
2025-12-27 02:00:00,sell,2924.83224,0.33250252813332587,1.9450282283317173,59
2025-12-28 10:00:00,buy,2940.7578200000003,0.32970976702645216,1.9430793100469288,59
2025-12-30 01:00:00,sell,2935.05201,0.32970976702645216,1.9354306288552403,59
2025-12-30 18:00:00,buy,2979.79682,0.32378454996646333,1.9334913273651273,59
2026-01-01 10:00:00,sell,2981.016,0.32378454996646333,1.9304138480056534,59
2026-01-01 11:00:00,buy,2987.9749899999997,0.3220613660797897,1.9284795733299518,59
2026-01-07 17:00:00,sell,3154.15269,0.3220613660797897,2.031661448331287,59
2026-01-11 08:00:00,buy,3098.41532,0.32687136211825507,2.0296257235600588,59
2026-01-13 01:00:00,sell,3105.4814100000003,0.32687136211825507,2.030185877039239,59
2026-01-13 16:00:00,buy,3187.5944099999997,0.31749574556583327,2.0281516307904455,59
2026-01-15 21:00:00,sell,3284.94177,0.31749574556583327,2.0859100728129962,59
2026-01-17 17:00:00,buy,3322.5992800000004,0.3129556373915481,2.0838199909200377,59
2026-01-19 04:00:00,sell,3209.06772,0.3129556373915481,2.008591667490484,59
2026-01-22 10:00:00,buy,3016.64363,0.3319195347781897,2.0065790586396584,59
2026-01-23 00:00:00,sell,2949.7473,0.3319195347781897,1.9581575030584422,59
2026-01-24 09:00:00,buy,2966.09313,0.3291000910652284,1.9561954292403778,59
2026-01-25 08:00:00,sell,2936.6404199999997,0.3291000910652284,1.9328972592956613,59
2026-01-26 23:00:00,buy,2930.13721,0.328841012747209,1.9309604962418467,59
